user_id,item_id,cat_id,merchant_id,brand_id,month,day,action,age_range,gender,province,score
199463,173752,1349,941,1360,6,30,0,2,0,上海市,8
199463,323485,1349,941,1360,6,30,0,2,0,陕西,2
199463,932073,692,1599,1287,7,22,0,4,0,安徽,0
199463,494381,154,1501,2459,8,5,0,0,2,上海市,4
199463,697593,883,2016,3672,11,8,0,5,1,辽宁,5
199463,416858,1349,1503,6065,11,8,0,1,0,广西,8
199463,997373,1118,1503,6065,11,8,0,6,2,澳门,7
199463,1104316,692,1599,,7,27,2,1,1,湖北,4
199463,1104316,692,1599,1287,7,27,0,4,0,湖南,4
199463,644172,692,1599,1287,7,27,0,3,0,湖南,3
199463,1104316,692,1599,1287,7,27,0,7,2,辽宁,8
199463,1104316,692,1599,1287,7,27,0,0,0,吉林,0
199463,1104316,692,1599,1287,7,27,0,0,0,江苏,3
199463,388196,252,4205,928,8,11,0,0,0,山东,7
199463,644172,692,1599,1287,7,27,0,3,0,海南,4
199463,891881,766,2779,2392,9,20,0,5,0,上海市,9
94672,366868,1611,4224,136,10,26,0,5,1,辽宁,2
94672,134871,119,4323,5861,5,24,2,0,0,陕西,9
94672,134871,119,4323,5861,5,24,0,6,2,山西,9
94672,134871,119,4323,5861,5,24,0,7,2,宁夏,5
94672,134871,119,4323,5861,5,24,0,3,0,吉林,3
94672,17039,662,4094,7749,11,9,0,2,0,北京市,1
94672,16603,389,4094,7749,11,9,0,4,0,北京市,9
94672,358797,962,4888,3015,11,9,0,7,1,台湾,8
94672,104963,1553,3677,5434,11,9,0,2,0,四川,6
94672,1100281,1142,93,4177,11,9,0,4,0,山西,2
94672,1078471,1074,1507,6623,11,9,0,5,1,重庆市,6
94672,495593,555,1131,2350,11,9,0,3,0,天津市,1
94672,59352,389,4094,7749,11,9,0,7,0,广东,6
94672,770134,662,4094,7749,11,9,0,0,0,西藏,0
94672,770134,662,4094,7749,11,9,0,0,1,江苏,5
94672,1078471,1074,1507,6623,11,9,2,7,1,北京市,2
94672,1078471,1074,1507,6623,11,9,0,4,0,山西,0
94672,770134,662,4094,7749,11,9,0,4,1,山西,8
94672,167687,389,4094,7749,11,9,0,3,1,山东,5
94672,844237,962,4888,3015,11,9,0,4,1,浙江,6
94672,898693,389,4094,7749,11,9,0,5,0,澳门,3
94672,302314,1611,3183,8235,11,9,0,5,0,辽宁,7
94672,1028862,247,1173,4364,11,9,0,7,0,吉林,1
94672,358797,962,4888,3015,11,9,0,2,0,内蒙古,1
94672,933973,662,4094,7749,11,9,0,3,0,宁夏,5
94672,1028862,247,1173,4364,11,9,0,7,0,北京市,0
94672,1028862,247,1173,4364,11,9,0,5,0,安徽,5
94672,820761,302,4094,7749,11,9,0,1,1,新疆,6
94672,878436,1505,3218,3978,9,6,2,6,0,上海市,3
94672,158268,612,3963,657,10,14,0,4,1,江苏,7
94672,92841,1611,2560,2116,10,26,0,6,0,上海市,3
94672,604736,1181,4224,136,10,26,0,4,1,浙江,4
94672,165058,737,3096,3080,10,21,0,0,1,陕西,1
94672,165058,737,3096,3080,10,21,2,1,0,山东,5
94672,385989,420,4099,6555,11,4,0,6,0,陕西,7
94672,770668,1142,4173,5376,11,4,0,0,0,河南,9
94672,286188,177,2173,2252,10,21,0,6,1,吉林,6
94672,1101047,351,3040,1636,9,8,2,0,0,宁夏,4
94672,582680,1611,1618,8235,11,4,0,0,2,海南,2
94672,582680,1611,1618,8235,11,4,0,1,1,山西,8
94672,385989,420,4099,6555,11,4,2,2,0,香港,0
94672,582680,1611,1618,8235,11,4,0,1,0,上海市,8
94672,495593,555,1131,2350,7,30,0,1,1,北京市,1
94672,1101047,351,3040,1636,9,8,0,1,0,山东,2
94672,35811,407,2821,6236,9,8,0,5,0,陕西,4
94672,998780,1090,1680,7789,7,5,2,6,0,上海市,6
94672,998780,1090,1680,7789,7,5,0,5,0,西藏,7
94672,998780,1090,1680,7789,7,5,0,2,1,河南,5
94672,595111,35,3486,4644,7,5,0,5,0,山东,9
94672,495593,555,1131,2350,7,30,2,7,1,台湾,4
94672,495593,555,1131,2350,7,30,0,3,1,辽宁,6
94672,495593,555,1131,2350,7,30,0,7,0,吉林,8
94672,495593,555,1131,2350,8,4,2,1,0,青海,4
94672,826671,351,4245,6331,6,9,0,7,0,安徽,1
94672,302314,1611,3183,8235,11,4,0,4,2,重庆市,1
94672,495593,555,1131,2350,8,4,0,3,0,湖南,0
94672,165058,737,3096,3080,10,21,0,1,1,重庆市,7
94672,286188,177,2173,2252,10,21,2,0,1,天津市,5
94672,758374,1129,3205,2270,11,3,0,7,0,台湾,8
94672,302314,1611,3183,8235,11,3,0,0,1,辽宁,4
94672,402908,1188,2781,6742,8,12,0,0,2,宁夏,5
94672,299684,662,4173,5376,11,3,0,3,0,辽宁,0
94672,841577,821,158,99,8,12,0,5,0,山西,3
94672,638338,1505,158,99,8,12,0,2,1,台湾,6
94672,770668,1142,4173,5376,11,3,0,3,0,山东,6
94672,65412,1505,158,99,8,12,0,4,0,安徽,4
94672,606205,993,1522,2673,9,4,0,2,0,陕西,8
94672,1101047,351,3040,1636,8,21,0,4,0,辽宁,3
94672,50733,1505,158,99,8,12,0,3,0,台湾,1
94672,65412,1505,158,99,8,12,0,7,0,湖北,0
94672,378710,420,3663,5773,10,19,0,3,1,上海市,8
94672,505737,933,3663,5773,10,19,2,7,0,山东,4
94672,827876,766,824,4795,10,19,0,3,0,陕西,7
94672,505737,933,3663,5773,10,19,0,3,0,重庆市,9
94672,832014,933,4270,2943,10,19,0,2,0,青海,1
94672,275751,389,3677,5434,11,3,0,7,1,北京市,5
94672,469153,1467,2781,5683,8,12,0,5,1,北京市,2
94672,582680,1611,1618,8235,11,3,0,5,0,广东,9
94672,2572,946,1618,8235,11,3,0,0,0,天津市,0
94672,998103,1129,3205,2270,11,3,0,1,0,河南,6
94672,104963,1553,3677,5434,11,8,0,2,0,江苏,8
94672,302314,1611,3183,8235,11,8,0,4,0,内蒙古,8
94672,302314,1611,3183,8235,11,8,0,2,0,山东,0
94672,482491,530,3017,7703,11,8,0,0,1,湖北,8
94672,582680,1611,1618,8235,11,8,0,0,0,福建,3
94672,302314,1611,3183,8235,11,8,0,0,2,安徽,0
94672,302314,1611,3183,8235,11,8,0,3,0,北京市,9
94672,42948,1611,3183,8235,11,8,0,7,0,山西,0
94672,104963,1553,3677,5434,11,8,0,0,0,辽宁,6
94672,931589,656,173,4509,11,8,0,7,0,香港,3
94672,499539,1505,3760,3738,11,8,0,6,0,内蒙古,0
94672,470418,656,173,4509,11,8,0,1,0,内蒙古,3
94672,418878,1553,3677,5434,11,5,0,2,1,天津市,9
94672,690137,1208,422,2276,9,10,0,3,0,陕西,9
94672,35811,407,2821,6236,9,10,0,4,0,福建,7
94672,878436,1505,3218,3978,9,10,0,2,1,重庆市,7
94672,35811,407,2821,6236,9,9,2,3,1,澳门,0
94672,35811,407,2821,6236,9,9,2,7,0,吉林,2
94672,690137,1208,422,2276,9,9,2,3,1,重庆市,4
94672,690137,1208,422,2276,9,9,0,5,0,山西,9
94672,690137,1208,422,2276,9,9,0,3,2,陕西,7
94672,35811,407,2821,6236,9,9,0,2,0,北京市,5
94672,89610,614,2193,3591,6,6,2,6,0,河南,3
94672,902380,662,3760,3738,6,6,0,7,1,西藏,1
94672,1039349,662,4173,5376,11,5,0,5,0,吉林,7
94672,818790,662,3677,5434,11,5,0,4,0,陕西,6
94672,995233,602,420,4953,11,5,0,5,0,新疆,8
94672,646567,662,3677,5434,11,5,0,2,1,台湾,2
94672,111741,602,420,4953,11,5,0,0,1,四川,2
94672,281479,602,420,4953,11,5,0,3,1,四川,6
94672,732636,662,3677,5434,11,5,0,4,0,北京市,9
94672,259142,602,420,4953,11,5,0,7,0,吉林,2
94672,1018786,602,420,4953,11,5,0,7,0,澳门,7
94672,82304,662,3677,5434,11,5,0,5,1,四川,4
94672,25533,602,420,4953,11,5,0,3,0,内蒙古,4
94672,25533,602,420,4953,11,5,0,6,1,宁夏,0
94672,103878,1604,2298,5740,6,6,0,1,2,北京市,7
94672,104963,1553,3677,5434,11,5,0,5,1,陕西,1
94672,378549,602,420,4058,11,5,0,6,0,上海市,4
94672,25533,602,420,4953,11,5,0,0,0,西藏,0
94672,104963,1553,3677,5434,11,5,0,1,1,甘肃,9
94672,137127,602,420,4953,11,5,0,5,0,海南,8
94672,958035,1075,2219,4620,10,27,0,2,0,重庆市,7
94672,547673,1075,2219,4620,10,27,0,3,1,黑龙江,4
94672,1101047,351,3040,1636,8,19,0,1,0,湖南,3
94672,335225,351,3040,1636,8,19,0,5,2,上海市,7
94672,1101047,351,3040,1636,8,19,2,0,0,海南,3
94672,399879,656,2217,3012,11,11,0,6,0,台湾,9
94672,986558,656,2217,3012,11,11,0,2,0,天津市,1
94672,399879,656,2217,3012,11,11,0,3,0,陕西,9
94672,399879,656,2217,3012,11,11,0,5,2,河南,8
94672,399879,656,2217,3012,11,11,0,5,1,山西,3
94672,302314,1611,3183,8235,11,11,0,3,0,四川,3
94672,986558,656,2217,3012,11,11,0,6,2,宁夏,2
94672,399879,656,2217,3012,11,11,0,5,1,天津市,9
94672,986558,656,2217,3012,11,11,0,7,0,江苏,1
94672,302314,1611,3183,8235,11,11,0,1,0,广西,3
94672,399879,656,2217,3012,11,11,0,7,0,海南,5
94672,986558,656,2217,3012,11,11,0,3,1,宁夏,9
94672,399879,656,2217,3012,11,11,0,6,1,北京市,6
94672,399879,656,2217,3012,11,11,2,2,0,浙江,8
94672,399879,656,2217,3012,11,11,2,2,0,辽宁,9
94672,358797,962,4888,3015,11,11,2,1,0,陕西,9
94672,302314,1611,3183,8235,11,11,2,3,0,辽宁,0
94672,986558,656,2217,3012,11,11,2,5,0,吉林,4
94672,495593,555,1131,2350,11,11,0,5,1,山东,9
94672,427551,656,1543,6987,11,6,0,5,0,贵州,0
94672,397145,656,4257,6742,11,6,0,1,1,天津市,7
94672,1074947,656,1890,5683,11,6,0,5,1,北京市,9
94672,622629,656,1890,5683,11,6,0,6,0,陕西,3
94672,954978,1611,1087,6443,10,27,0,5,1,台湾,3
94672,160214,1611,1904,136,10,26,0,3,1,上海市,0
319964,57442,1529,2945,4605,10,1,0,5,0,安徽,6
319964,1039579,1397,1171,6819,6,26,0,2,1,新疆,2
319964,57442,1529,2945,4605,9,30,0,2,0,贵州,4
319964,958189,177,3155,5013,9,30,0,1,0,西藏,5
319964,57442,1529,2945,4605,9,30,0,5,2,北京市,8
319964,57442,1529,2945,4605,10,1,0,6,2,福建,5
319964,867941,662,4911,3089,7,16,0,4,0,山东,5
319964,1038731,662,4911,3089,7,16,0,6,0,上海市,9
319964,144263,821,4911,3089,7,16,0,7,0,河南,1
319964,302594,302,4911,3089,7,16,0,7,0,天津市,1
319964,996880,302,106,2563,8,12,0,5,0,上海市,5
319964,113492,302,1257,795,7,16,0,2,0,安徽,9
319964,1002169,267,2526,2594,10,18,0,0,1,西藏,7
319964,754156,1095,956,1286,10,18,0,7,1,重庆市,9
319964,1077576,821,4321,2018,10,18,0,1,0,云南,8
319964,868603,389,4321,2018,10,18,0,6,1,吉林,5
319964,48654,267,342,947,10,18,0,3,0,澳门,9
319964,94609,1349,184,1360,11,11,0,6,0,海南,5
319964,97559,267,4832,2317,10,18,0,6,0,湖北,8
319964,583109,267,4832,2317,10,18,0,7,0,山西,4
319964,729209,1467,3409,5163,10,18,0,7,1,宁夏,1
319964,231251,821,4321,2018,10,18,0,0,0,海南,6
319964,761681,302,4321,2018,10,18,0,0,0,重庆市,5
319964,415587,703,1416,6724,11,11,2,6,2,台湾,4
319964,415587,703,1416,6724,11,11,2,1,0,台湾,3
319964,97559,267,4832,2317,10,18,0,2,1,贵州,0
319964,165815,821,4321,2018,10,18,0,1,0,四川,5
319964,678194,1397,4963,1991,6,28,0,3,0,安徽,2
319964,652412,267,4832,2317,10,18,0,6,1,重庆市,7
319964,166664,662,3355,2493,9,24,0,7,0,北京市,8
319964,1003421,662,4976,6143,9,24,0,7,2,宁夏,6
319964,166664,662,3355,2493,9,24,0,6,1,山东,0
319964,763736,662,4976,6143,9,24,0,7,0,澳门,4
319964,678194,1397,4963,1991,8,21,0,5,0,江苏,3
319964,491277,1591,1134,1906,9,16,0,5,2,山西,4
319964,465911,1249,3875,7259,10,22,0,0,1,山东,8
319964,15207,1389,3460,3329,10,1,0,2,0,陕西,0
408313,743437,1553,1134,1906,11,5,0,3,0,重庆市,1
408313,1035827,883,66,2924,8,26,0,7,0,辽宁,1
408313,783610,1526,4049,5335,11,5,0,1,1,山东,0
408313,875848,1553,1134,1906,11,5,0,3,0,陕西,6
408313,15618,1553,1134,1906,11,5,0,5,1,四川,6
408313,799363,476,4049,5335,11,5,0,2,0,贵州,3
408313,287958,1553,1134,1906,11,5,0,3,0,宁夏,0
408313,799363,476,4049,5335,11,5,0,4,0,天津市,7
408313,631072,1553,1134,1906,11,5,0,4,0,贵州,3
408313,516039,656,3014,941,11,11,0,5,2,山东,6
408313,516039,656,3014,941,11,11,0,7,0,海南,0
408313,516039,656,3014,941,11,11,0,6,0,北京市,9
408313,516039,656,3014,941,11,11,2,3,1,山西,4
408313,631072,1553,1134,1906,11,5,0,5,0,贵州,1
127770,227469,302,4976,6143,11,11,0,2,0,辽宁,9
127770,227469,302,4976,6143,11,11,0,1,1,吉林,4
127770,1073568,389,4044,82,11,11,0,4,0,甘肃,7
127770,833227,1577,1393,4705,5,21,0,3,2,辽宁,0
127770,909094,748,4044,82,11,11,0,4,1,甘肃,3
127770,490904,992,4048,5362,11,11,0,4,1,辽宁,0
127770,909094,748,4044,82,11,11,0,5,0,上海市,5
127770,191611,662,4044,82,11,11,0,5,1,西藏,1
127770,746753,389,4044,82,11,11,0,3,1,吉林,2
127770,810856,302,4460,1872,5,21,0,0,0,浙江,1
127770,808635,1397,4976,6143,11,11,0,2,0,北京市,9
127770,93520,389,4976,6143,11,11,0,4,0,内蒙古,6
127770,523559,389,4044,82,11,11,0,2,1,湖北,1
127770,196001,302,4976,6143,11,11,0,6,0,河北,9
127770,808635,1397,4976,6143,11,11,0,2,0,山西,2
127770,191611,662,4044,82,11,11,0,1,2,山东,0
127770,191611,662,4044,82,11,11,0,3,0,海南,2
127770,2232,662,4044,82,11,11,0,1,1,山西,6
127770,631494,302,4976,6143,11,11,0,7,0,海南,8
127770,523559,389,4044,82,11,11,0,0,0,山西,8
127770,191611,662,4044,82,11,11,0,5,2,广东,0
127770,783077,662,4976,6143,11,11,0,2,2,宁夏,4
127770,523559,389,4044,82,11,11,0,7,1,重庆市,1
127770,1012145,662,4044,82,11,11,0,4,0,台湾,3
127770,860719,662,4044,82,11,11,0,0,0,台湾,3
127770,191611,662,4044,82,11,11,0,2,0,湖北,6
127770,455449,992,4048,5362,11,11,0,0,0,重庆市,0
127770,860719,662,4044,82,11,11,0,2,2,内蒙古,9
127770,191611,662,4044,82,11,11,0,5,1,山西,6
127770,810856,302,4460,1872,5,21,0,2,1,香港,4
127770,203835,662,4044,82,11,11,0,1,2,北京市,8
127770,909094,748,4044,82,11,11,0,7,0,西藏,5
127770,617878,389,4044,82,11,11,0,6,0,四川,2
127770,742755,1142,606,376,11,11,0,0,1,安徽,4
127770,1062149,389,4976,6143,11,11,0,3,1,广西,5
127770,675919,302,4976,6143,11,11,0,0,1,北京市,6
127770,848865,662,4044,82,11,11,0,7,0,陕西,0
127770,523559,389,4044,82,11,11,2,7,0,海南,9
127770,1062149,389,4976,6143,11,11,0,6,0,青海,6
127770,191611,662,4044,82,11,11,0,3,1,上海市,1
127770,523559,389,4044,82,11,11,0,6,2,海南,0
127770,1018687,302,4976,6143,11,11,0,2,0,重庆市,6
127770,191611,662,4044,82,11,11,0,5,1,山东,0
127770,56462,389,4044,82,11,11,0,1,2,海南,0
127770,808635,1397,4976,6143,11,11,0,0,0,山西,3
127770,191611,662,4044,82,11,11,0,3,1,湖北,2
127770,196001,302,4976,6143,11,11,0,2,1,新疆,3
127770,56462,389,4044,82,11,11,0,2,2,海南,5
127770,575985,992,4044,82,11,11,0,4,1,北京市,9
127770,783876,612,4044,82,11,11,0,7,0,安徽,2
127770,196001,302,4976,6143,11,11,0,5,0,天津市,0
127770,191611,662,4044,82,11,11,0,6,1,北京市,0
127770,1062149,389,4976,6143,11,11,0,4,0,宁夏,4
127770,971975,662,4044,82,11,11,0,4,1,陕西,7
127770,191611,662,4044,82,11,11,0,3,1,湖北,3
127770,488938,1553,4044,82,11,11,0,3,0,上海市,4
127770,465216,662,4044,82,11,11,0,7,1,宁夏,0
127770,574099,389,4976,6143,11,11,0,4,1,云南,1
127770,1076461,662,4976,6143,11,11,0,3,1,四川,4
127770,471045,389,4044,82,11,11,0,4,0,黑龙江,1
127770,783876,612,4044,82,11,11,0,0,1,重庆市,9
127770,191611,662,4044,82,11,11,0,0,0,辽宁,1
127770,1012145,662,4044,82,11,11,0,0,0,内蒙古,4
127770,950987,662,4044,82,11,11,0,4,0,湖南,2
127770,909094,748,4044,82,11,11,0,5,2,北京市,9
127770,1078258,389,4044,82,11,11,0,2,1,江苏,1
127770,805867,389,4044,82,11,11,0,7,1,辽宁,9
127770,191611,662,4044,82,11,11,0,6,1,重庆市,4
127770,471045,389,4044,82,11,11,0,0,0,河南,7
127770,191611,662,4044,82,11,11,0,3,0,广东,1
127770,191611,662,4044,82,11,11,0,4,2,山西,0
127770,191611,662,4044,82,11,11,0,4,0,四川,9
127770,136069,992,4048,5362,11,11,0,1,1,辽宁,9
127770,885716,662,4044,82,11,11,0,5,0,四川,8
127770,909094,748,4044,82,11,11,0,3,0,四川,2
127770,1062149,389,4976,6143,11,11,0,0,0,四川,7
127770,783876,612,4044,82,11,11,0,0,1,陕西,5
127770,808635,1397,4976,6143,11,11,3,0,1,江苏,0
127770,196001,302,4976,6143,11,11,0,5,0,北京市,4
127770,1018687,302,4976,6143,11,11,0,5,0,北京市,3
127770,900513,389,4044,82,11,11,0,2,1,西藏,4
127770,909094,748,4044,82,11,11,0,5,0,河南,3
127770,471160,389,4976,6143,11,11,0,7,0,山西,6
127770,104648,662,4044,82,11,11,0,0,2,河南,6
127770,909094,748,4044,82,11,11,0,2,1,吉林,2
127770,56462,389,4044,82,11,11,0,2,0,贵州,4
127770,631494,302,4976,6143,11,8,3,2,2,海南,1
127770,270799,1023,2512,4899,6,14,0,5,0,山东,8
127770,958043,776,2512,4899,6,14,0,0,0,山东,9
127770,107914,1075,2512,4899,6,14,0,6,0,广西,2
127770,958043,776,2512,4899,6,14,2,3,0,北京市,0
127770,270820,1075,2512,4899,6,14,0,2,2,天津市,0
127770,678708,1075,2512,4899,6,14,0,5,1,陕西,5
127770,60086,1075,2512,4899,6,14,0,5,0,陕西,1
127770,958043,776,2512,4899,6,14,0,0,1,内蒙古,5
127770,3107,1228,3087,918,6,2,0,4,0,安徽,6
127770,631494,302,4976,6143,11,8,0,2,0,云南,0
127770,1101950,1095,4976,6143,11,8,0,4,0,天津市,2
127770,50869,387,4976,6143,11,8,0,5,2,安徽,3
127770,409049,1397,4976,6143,11,8,0,5,0,河南,5
127770,714873,302,4976,6143,11,8,0,7,0,山东,9
127770,15625,1397,4976,6143,11,8,0,2,1,山西,0
127770,1101950,1095,4976,6143,11,8,0,7,0,吉林,5
127770,227469,302,4976,6143,11,8,0,2,2,黑龙江,2
127770,457397,302,4976,6143,11,8,0,6,0,北京市,7
127770,15625,1397,4976,6143,11,8,0,0,0,辽宁,2
127770,1058311,1397,4976,6143,11,8,0,1,0,新疆,5
127770,227469,302,4976,6143,11,8,0,3,1,广东,6
127770,537596,1397,4976,6143,11,8,0,4,0,宁夏,9
127770,484747,389,4976,6143,11,8,0,4,1,广西,0
127770,457397,302,4976,6143,11,8,0,6,1,福建,3
127770,714873,302,4976,6143,11,8,0,6,0,福建,0
127770,1018687,302,4976,6143,11,8,0,3,2,内蒙古,7
127770,409049,1397,4976,6143,11,8,0,5,1,四川,7
127770,808635,1397,4976,6143,11,8,0,2,0,山东,6
127770,1018687,302,4976,6143,11,8,0,1,0,甘肃,7
127770,167146,1397,4976,6143,11,8,0,2,0,山东,1
127770,1101950,1095,4976,6143,11,8,0,5,2,安徽,3
127770,1042970,302,4976,6143,11,8,0,1,1,辽宁,8
127770,808635,1397,4976,6143,11,8,0,6,0,上海市,6
127770,457397,302,4976,6143,11,8,0,4,1,上海市,8
127770,227469,302,4976,6143,11,8,0,2,0,山东,9
127770,631494,302,4976,6143,11,8,0,4,2,陕西,5
127770,196001,302,4976,6143,11,8,0,2,0,上海市,4
127770,196001,302,4976,6143,11,8,0,2,1,上海市,1
127770,227469,302,4976,6143,11,8,0,0,0,贵州,0
127770,376552,662,4976,6143,11,8,0,6,1,四川,6
127770,457397,302,4976,6143,11,8,0,5,2,辽宁,8
127770,457397,302,4976,6143,11,8,0,4,0,吉林,6
127770,1082228,1389,3191,5183,10,25,3,1,2,澳门,8
127770,985061,389,4976,6143,11,8,0,5,2,上海市,8
127770,196001,302,4976,6143,11,8,0,6,0,吉林,4
127770,196001,302,4976,6143,11,8,3,4,1,辽宁,7
127770,457397,302,4976,6143,11,8,3,3,2,上海市,1
127770,808635,1397,4976,6143,11,8,3,3,1,山西,9
127770,862938,302,4976,6143,11,8,0,5,0,天津市,9
127770,985061,389,4976,6143,11,8,0,1,0,广东,2
127770,276669,1397,4976,6143,11,8,0,3,0,澳门,1
127770,1062149,389,4976,6143,11,8,0,5,0,四川,3
127770,1062149,389,4976,6143,11,8,0,4,1,河北,3
127770,1018687,302,4976,6143,11,8,0,1,0,澳门,9
127770,1101950,1095,4976,6143,11,8,0,0,1,内蒙古,0
127770,1062149,389,4976,6143,11,8,0,0,2,吉林,0
127770,290845,1228,3087,918,6,2,0,1,1,台湾,7
127770,961129,1252,3087,918,6,2,0,5,0,江西,3
127770,961129,1252,3087,918,6,2,0,0,0,澳门,4
127770,961129,1252,3087,918,6,2,0,3,1,台湾,3
127770,961129,1252,3087,918,6,2,3,0,0,广西,7
127770,369369,776,4009,7890,6,25,0,4,1,宁夏,2
127770,973527,662,4044,82,11,10,0,7,2,宁夏,0
127770,191611,662,4044,82,11,10,0,6,1,四川,1
127770,253326,1095,3698,2104,11,10,0,1,2,吉林,1
127770,589776,387,606,376,10,31,3,1,0,天津市,8
127770,993224,1095,606,376,10,31,0,3,0,台湾,9
127770,207965,1397,606,376,10,31,0,4,1,北京市,5
127770,1052781,389,3698,2104,11,10,0,1,1,海南,9
127770,958043,776,2512,4899,6,15,0,4,0,山东,3
127770,1093039,1238,144,3945,6,15,0,5,0,福建,4
127770,1062149,389,4976,6143,11,9,3,1,0,山西,9
127770,111672,656,2367,972,11,2,0,5,1,青海,0
127770,1061510,1553,3511,4254,11,2,0,0,1,山西,5
127770,993224,1095,606,376,11,2,0,4,1,上海市,9
127770,375286,737,979,5125,11,2,0,2,2,西藏,6
127770,589776,387,606,376,11,2,0,5,1,北京市,5
127770,395421,737,979,5125,11,2,0,0,0,重庆市,5
127770,993224,1095,606,376,10,31,3,3,0,北京市,3
127770,742755,1142,606,376,10,31,3,2,0,福建,5
127770,937295,1142,1043,7164,11,9,0,1,0,吉林,9
127770,196001,302,4976,6143,11,9,0,6,1,广东,8
127770,675939,389,1165,3446,11,9,0,2,2,北京市,7
127770,687703,389,1165,3446,11,9,0,7,1,天津市,3
127770,1062149,389,4976,6143,11,9,0,0,1,重庆市,8
127770,558848,1397,606,376,11,9,0,2,0,香港,8
127770,111672,656,2367,972,10,31,3,3,0,天津市,0
127770,808635,1397,4976,6143,11,9,0,0,1,重庆市,3
127770,111672,656,2367,972,10,31,0,5,0,重庆市,3
127770,558848,1397,606,376,10,31,0,5,1,香港,8
127770,55814,1397,606,376,10,31,0,1,0,山西,1
127770,558848,1397,606,376,10,31,0,2,1,四川,5
127770,157735,389,63,2509,10,31,0,0,1,黑龙江,8
127770,558848,1397,606,376,10,31,0,7,0,安徽,9
127770,2232,662,4044,82,10,31,0,3,0,福建,5
127770,589776,387,606,376,10,31,0,1,1,广西,5
127770,589776,387,606,376,10,31,0,5,1,江西,5
127770,993224,1095,606,376,10,31,0,0,1,北京市,7
127770,589776,387,606,376,10,31,0,2,1,北京市,4
127770,558848,1397,606,376,10,31,3,5,0,安徽,1
127770,191611,662,4044,82,11,10,0,2,0,辽宁,9
127770,909094,748,4044,82,11,10,0,7,0,贵州,3
